Data;CAlg;Subp;Num.Trcs;Num.Act;Num.Evt;DAlg;Fitn;Prec;Gen;Size;NumTrans;ACD;CFC;CNC;Density;Time.HierAct;Time.Hierlog;Time.Dalg;Time.quality;t/o fit;t/o gen
Kidney17;DK;_Kontakten_Totaal consulten;140;4;498;IMf;0.9818375077303652;0.9726841392841478;0.9779474320003353;15;4;3.0;5;1.0666666666666667;0.0761904761904762;2594;29081;5;352;false;false;
Kidney17;DK;_Kontakten_Totaal consulten;140;4;498;IM;1.0;0.7999540722596448;0.9025522285574364;18;4;3.25;12;1.2222222222222223;0.0718954248366013;2594;29081;5;456;false;false;
Kidney17;DK;_Kontakten_Instroom;79;4;144;SM;0.9036248561565017;1.0;0.9429029152959413;10;4;3.0;6;1.2;0.13333333333333333;2594;29081;13;456;false;false;
Kidney17;DK;_Kontakten_Instroom;79;4;144;IMf;0.9430379746835442;0.9042721518987342;0.9197256278019482;13;4;3.2;8;1.2307692307692308;0.10256410256410256;2594;29081;2;386;false;false;
Kidney17;DK;_Kontakten_Instroom;79;4;144;IM;1.0;0.6876028950392943;0.8132295516324127;19;4;3.3333333333333335;13;1.263157894736842;0.07017543859649122;2594;29081;6;334;false;false;
Kidney17;DK;_Kontakten_Overig kontakten;120;7;275;SM;0.45139152959025913;0.6176806519339195;0.8698571466088828;41;7;3.5;29;1.3902439024390243;0.03475609756097561;2594;29081;31;538;false;false;
Kidney17;DK;_Kontakten_Overig kontakten;120;7;275;IMf;0.9366606070037444;0.9240384615384616;0.938173371618941;21;7;3.5714285714285716;13;1.2380952380952381;0.06190476190476191;2594;29081;5;474;false;false;
Kidney17;DK;_Kontakten_Overig kontakten;120;7;275;IM;1.0;0.6965686093009478;0.8347593740617659;28;7;3.3076923076923075;20;1.2857142857142858;0.047619047619047616;2594;29081;13;507;false;false;
Kidney17;DK;_Kontakten_Eh contacten;59;2;94;SM;0.9096045197740114;1.0;0.952147177798094;5;2;NaN;0;0.8;0.2;2594;29081;3;245;false;false;
Kidney17;DK;_Kontakten_Eh contacten;59;2;94;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;1;305;false;false;
Kidney17;DK;_Kontakten_Eh contacten;59;2;94;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;1;323;false;false;
Kidney17;DK;_Kontakten_Verpleegdagen;60;2;118;SM;0.9925925925925926;1.0;0.9967479674796748;5;2;NaN;0;0.8;0.2;2594;29081;4;327;false;false;
Kidney17;DK;_Kontakten_Verpleegdagen;60;2;118;IMf;0.9925925925925926;1.0;0.99625468164794;5;2;NaN;0;0.8;0.2;2594;29081;1;301;false;false;
Kidney17;DK;_Kontakten_Verpleegdagen;60;2;118;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;1;296;false;false;
Kidney17;DK;_Medische verrichtingen_Medische diagnostische verr.;93;13;260;SM;0.6998222861018222;0.49916676073103405;0.6632178831383547;68;13;4.219512195121951;50;1.661764705882353;0.024802458296751536;2594;29081;81;1451;false;false;
Kidney17;DK;_Medische verrichtingen_Medische diagnostische verr.;93;13;260;IMf;0.9149257552483356;0.7206126617218194;0.7892147478273284;47;13;3.2857142857142856;33;1.2765957446808511;0.027752081406105456;2594;29081;17;928;false;false;
Kidney17;DK;_Medische verrichtingen_Medische diagnostische verr.;93;13;260;IM;1.0;0.4193679329822132;0.5671933644798228;41;13;3.7222222222222223;31;1.3658536585365855;0.03414634146341464;2594;29081;24;2053;false;false;
Kidney17;DK;_Medische verrichtingen_Therapieen;70;17;154;SM;0.6611382726109197;0.5763458635313408;0.6607505332895318;80;17;9.26;70;3.2625;0.04129746835443038;2594;29081;83;2475;false;false;
Kidney17;DK;_Medische verrichtingen_Therapieen;70;17;154;IMf;0.9354761904761905;0.6370089775343135;0.8123667537498903;59;17;3.4074074074074074;43;1.3220338983050848;0.022793687901811806;2594;29081;11;629;false;false;
Kidney17;DK;_Medische verrichtingen_Therapieen;70;17;154;IM;1.0;0.4260747444442613;0.6419003083177702;68;17;3.2941176470588234;50;1.3235294117647058;0.019754170324846356;2594;29081;16;1134;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties;38;17;81;SM;0.9004619863269244;1.0;0.874437382838899;30;17;5.2;13;1.2666666666666666;0.04367816091954023;2594;29081;27;1051;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties;38;17;81;IMf;0.9565162907268172;0.6374053876169432;0.6286758743220396;45;17;3.6666666666666665;31;1.3333333333333333;0.030303030303030304;2594;29081;10;770;false;false;
Kidney17;DK;_Medische verrichtingen_Operaties;38;17;81;IM;1.0;0.4002259149358529;0.6633695726235272;63;17;3.1875;46;1.3015873015873016;0.020993343573988736;2594;29081;18;758;false;false;
Kidney17;DK;_Medische verrichtingen_Radiologie;25;2;28;SM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;7;335;false;false;
Kidney17;DK;_Medische verrichtingen_Radiologie;25;2;28;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;284;false;false;
Kidney17;DK;_Medische verrichtingen_Radiologie;25;2;28;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;246;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek;109;16;381;SM;0.46242062748432516;0.6235459365459628;0.7390172319137325;94;16;5.581818181818182;79;2.0425531914893615;0.02196293754289636;2594;29081;85;4228;false;true;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek;109;16;381;IMf;0.9867023445463812;0.4988371172626271;0.6781335550376116;55;14;3.4583333333333335;39;1.309090909090909;0.024242424242424242;2594;29081;28;4745;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Radiodiagnostiek;109;16;381;IM;1.0;0.21584195476584117;0.4158537810766731;70;16;3.5428571428571427;51;1.3714285714285714;0.01987577639751553;2594;29081;35;5511;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk.;21;4;34;SM;0.9727891156462585;1.0;0.9780166096726918;9;4;2.6666666666666665;4;1.1111111111111112;0.1388888888888889;2594;29081;6;245;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk.;21;4;34;IMf;0.9727891156462585;1.0;0.9745031669393045;9;4;2.6666666666666665;4;1.1111111111111112;0.1388888888888889;2594;29081;1;572;false;false;
Kidney17;DK;_Radiologie en Nucl. Geneeskunde_Nucleaire Geneesk.;21;4;34;IM;1.0;1.0;0.9880095923261392;10;4;3.0;6;1.2;0.13333333333333333;2594;29081;1;732;false;false;
Kidney17;DK;_Andere ziekenhuis functies_Gipskamer;1;1;1;SM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;2;95;false;false;
Kidney17;DK;_Andere ziekenhuis functies_Gipskamer;1;1;1;IMf;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;128;false;false;
Kidney17;DK;_Andere ziekenhuis functies_Gipskamer;1;1;1;IM;1.0;1.0;NaN;3;1;NaN;0;0.6666666666666666;0.3333333333333333;2594;29081;0;51;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Klin.chem.lab.;140;10;1172;SM;0.808294697563172;0.9130271330859299;NaN;32;10;3.090909090909091;13;1.15625;0.037298387096774195;2594;29081;29;1479;false;true;
Kidney17;DK;_Laboratoria_Klin.chemie_Klin.chem.lab.;140;10;1172;IMf;0.9175691001316562;0.7625202865457854;0.8420157012993116;38;10;3.8;13;1.2105263157894737;0.032716927453769556;2594;29081;14;3088;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Klin.chem.lab.;140;10;1172;IM;1.0;0.40020486062841626;0.6052042866153956;46;10;3.4347826086956523;34;1.3478260869565217;0.02995169082125604;2594;29081;31;4930;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Medische Immunologie;11;2;18;SM;0.9191919191919192;1.0;0.9675716440422323;5;2;NaN;0;0.8;0.2;2594;29081;2;257;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Medische Immunologie;11;2;18;IMf;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;345;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Medische Immunologie;11;2;18;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;0;527;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Metabool lab.;10;3;13;SM;1.0;1.0;0.8333333333333334;7;3;2.6666666666666665;4;1.1428571428571428;0.19047619047619047;2594;29081;10;598;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Metabool lab.;10;3;13;IMf;1.0;1.0;0.8888888888888888;7;3;2.6666666666666665;4;1.1428571428571428;0.19047619047619047;2594;29081;0;326;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Metabool lab.;10;3;13;IM;1.0;1.0;0.9696969696969697;7;3;2.6666666666666665;4;1.1428571428571428;0.19047619047619047;2594;29081;0;480;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Endocrinol.lab.;124;8;268;SM;0.6536010395469859;0.7990179763184226;0.861947022401667;54;8;4.638888888888889;47;1.8703703703703705;0.035290006988120196;2594;29081;48;1241;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Endocrinol.lab.;124;8;268;IMf;0.932409724201408;0.864399133587419;0.9223182868813119;28;8;3.090909090909091;16;1.2142857142857142;0.04497354497354497;2594;29081;5;598;false;false;
Kidney17;DK;_Laboratoria_Klin.chemie_Endocrinol.lab.;124;8;268;IM;1.0;0.4890943384983487;0.7333392060536497;37;8;3.1;27;1.2972972972972974;0.036036036036036036;2594;29081;19;812;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Routine stolling;61;2;112;SM;0.9635701275045536;1.0;0.9813888447481328;5;2;NaN;0;0.8;0.2;2594;29081;3;405;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Routine stolling;61;2;112;IMf;0.9635701275045536;1.0;0.9818237533442549;5;2;NaN;0;0.8;0.2;2594;29081;1;365;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Routine stolling;61;2;112;IM;1.0;1.0;1.0;6;2;2.5;3;1.0;0.2;2594;29081;1;688;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Speciel.stolling;8;3;13;SM;0.9285714285714285;1.0;0.8890876565295169;6;3;2.0;2;1.0;0.2;2594;29081;8;445;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Speciel.stolling;8;3;13;IMf;1.0;1.0;0.9333333333333332;7;3;2.6666666666666665;4;1.1428571428571428;0.19047619047619047;2594;29081;1;531;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Speciel.stolling;8;3;13;IM;1.0;1.0;0.9333333333333332;7;3;2.6666666666666665;4;1.1428571428571428;0.19047619047619047;2594;29081;1;350;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Lab bloedtransfus.dienst;58;10;198;SM;0.9625726074128711;0.8760713225695457;0.9185603089155924;39;10;4.166666666666667;25;1.3333333333333333;0.03508771929824561;2594;29081;35;758;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Lab bloedtransfus.dienst;58;10;198;IMf;0.9919563544799609;0.8724599303135888;0.9426139153317159;29;10;3.875;15;1.2413793103448276;0.04433497536945813;2594;29081;4;484;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Lab bloedtransfus.dienst;58;10;198;IM;1.0;0.7526958146825218;0.8709197634096807;37;10;3.4615384615384617;20;1.2432432432432432;0.03453453453453453;2594;29081;5;649;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Speciele hematol;3;5;8;SM;1.0;0.8260869565217391;0.7510995924249104;17;5;3.0;9;1.1764705882352942;0.07352941176470588;2594;29081;21;416;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Speciele hematol;3;5;8;IMf;1.0;0.782608695652174;0.7510995924249104;15;5;3.2;8;1.2;0.08571428571428572;2594;29081;2;308;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Speciele hematol;3;5;8;IM;1.0;0.782608695652174;0.7510995924249104;15;5;3.2;8;1.2;0.08571428571428572;2594;29081;1;271;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Bloedproducten;26;3;51;SM;0.9829059829059829;1.0;0.9865957150806901;8;3;2.5;2;1.0;0.14285714285714285;2594;29081;5;255;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Bloedproducten;26;3;51;IMf;0.9829059829059829;1.0;0.9850355257412774;8;3;2.5;2;1.0;0.14285714285714285;2594;29081;1;437;false;false;
Kidney17;DK;_Laboratoria_Bloedbank_Bloedproducten;26;3;51;IM;1.0;0.9884615384615385;0.9856558132291795;9;3;2.5;5;1.1111111111111112;0.1388888888888889;2594;29081;1;588;false;false;
Kidney17;DK;_Laboratoria_Apotheek_Diverse preparaten;16;4;32;SM;1.0;1.0;0.9751243781094527;11;4;3.0;5;1.0909090909090908;0.10909090909090909;2594;29081;16;676;false;false;
Kidney17;DK;_Laboratoria_Apotheek_Diverse preparaten;16;4;32;IMf;0.9722222222222222;1.0;0.9726867335562988;10;4;3.0;3;1.0;0.1111111111111111;2594;29081;3;374;false;false;
Kidney17;DK;_Laboratoria_Apotheek_Diverse preparaten;16;4;32;IM;1.0;1.0;0.9841269841269842;11;4;3.0;5;1.0909090909090908;0.10909090909090909;2594;29081;1;310;false;false;
Kidney17;DK;_Laboratoria_Apotheek_Czs-neurologie;3;3;5;SM;1.0;1.0;0.9583333333333334;6;3;2.0;2;1.0;0.2;2594;29081;7;337;false;false;
